tweet,hate,userID,likes,comments,views,shares,tags
"In my opinion LHHA is a spot on description of how some of Atlanta is. Dumb hoes and niggas, ratchet broads, and stupid arguments.",1,4D3DD1BF,567,843,535,86,58
In my opinion every bitch gay.,1,10A3817C,627,183,1013,562,43
In order to be a real nicca you gots to be REAL nicca!,0,68A20F3E,531,87,86,689,15
"In other news, my eyelid is STILL spasming. Putting on mascara today was a bitch. #wtf",0,F67D7C43,1099,821,1490,431,18
In other words call you a bitch.,0,9DC3DB53,448,896,500,630,98
In reality lame niggas and corny niggas get bitches bc it's sooo many of dem niggas nbs lol,1,E049CEB6,1030,839,1178,673,85
In redneck land ;) #Tennessee,0,CE8CA39C,339,708,301,699,12
"In the past week, both Paula Dean AND my uncle lost their jobs for saying ""nigger"". Bullllllshiiiiitttt",0,5AD77D8E,583,455,702,285,88
"In the words of lil Debbie ""I'm that bitch""",0,26998FD5,612,863,609,512,83
"In this update you will find lots of hardcore cock sucking, ass pounding and pussy pulsing thrills. I have to&#8230; http://t.co/LVODRmiwIh",0,D16BF00B,1016,111,1155,535,14
In two months tho hoe,0,0E457168,224,313,538,503,62
In yo bitch dm like.. http://t.co/OuJU8LaXr1,0,CCA4CE9D,330,95,496,166,44
In-N-Out is like the sunshine and blue sky. The song of a bird. A smile at the front porch. The perfume of the ocean on wind-kissed cheeks.,0,5E1D49D2,1110,812,411,473,96
Inbed eating left over poppadom. #livinthedream,0,67C8B88A,1180,957,894,22,17
Including ya size hoe !,0,FA16E13C,120,450,905,23,95
Inde jus got me all hype at work!! I knew my bitch Candace ain't die,0,BFDCBB25,221,749,1275,477,61
Indiana ain't gone give these niccas shit ... They was posed to win the last game!,0,E6273E53,801,943,655,387,66
Indiana lost to Bowling Green. Big Ten continues to be trash.,0,9F8353BB,999,305,397,209,55
"Indirect ass little bitches, like you know my fucking number and where I live.",0,D0A75D9A,1042,402,1174,651,94
Innovative ideas about an unresolved issue relating to your ho... More for Libra http://t.co/UOoN09K1Dq,0,17C72616,905,137,1350,79,76
"Inspiring a huge crowd of tourists to sit and watch the ""wild meadow rats"" over here by the trash cans. Cameras are out. There is gasping.",0,5EE1CE07,663,218,1167,415,89
"Instagram have you looking at motherfuckers like ""Who the FUCK does this bitch/nigga think she/he ISSS""??",0,D798B588,630,174,1489,366,84
"Instead of calling each other hoes, girls should be supporting each other. Idk that's just me though.",0,994D1E3F,262,54,1155,72,48
"Instead of joining sports teams, hoes be joining Twerk Teams.",0,D1876267,470,773,807,471,8
International law enforcement operation disrupts Shylock banking malware - PCWorld: International law enforcem... http://t.co/NPVP80gFh6,0,9C40DB7D,1179,791,965,128,32
International law enforcement operation disrupts Shylock banking malware - PCWorld: International law enforcem... http://t.co/XEzf7Cj5qT,0,B13CB09E,115,951,753,421,29
International law enforcement operation disrupts Shylock banking malware - PCWorld: International law enforcem... http://t.co/XiZRs7ATWL,0,1AC73628,761,872,308,655,6
International police operation disrupts Shylock banking Trojan - Computerworld: The GuardianInternational poli... http://t.co/KhSV319gh9,0,62B1B6A8,1007,800,325,558,29
International police operation disrupts Shylock banking Trojan - Computerworld: The GuardianInternational poli... http://t.co/zIBNJMIILJ,0,C31A2B4F,11,770,360,257,85
Ion care fuck that hoe &#9996;&#65039;,0,226D0801,1022,397,380,15,32
Ion even wanna see this bitch . &#128530; talking bout ill make you breakfast,0,CD3711FD,703,980,835,293,80
Ion fight but it aint no pussy in my heart nigga ion fear nobody but god loose win or draw,1,CE41E5AF,371,454,1002,231,71
Ion give a fuck ion give a fuck ion ion ion give a fuck bitch I don't give a fuck about you or anything that you do,0,615AB12D,786,26,1040,620,74
Ion got no type...... Bad bitches is the only thing that I like,0,10BEF292,796,127,1116,122,99
Ion kno wat kinda spring clothes imma get my yung nicca dis year we ain't doin da polo dis year gotta offset em wit sumthin else,0,DCB70645,456,297,797,331,69
Ion kno what im doing tonite....i jus kno its gon end wit me dick first in some pussy....,0,819D9A1C,488,254,1358,692,48
Ion know why this bitch insists on telling me where she be going now. Idgaf about chu bitch like damn.,0,D1A646A3,669,629,517,121,56
Ion like doll face hoes,0,E6D1D18C,915,567,195,372,24
Ion like the ho cause she talk to mf much with ha real butt ugly ass dumb young ass ho &#128553;&#128074;&#128522;&#128299;&#128591;&#128079;&#128530;&#9996;&#65039;,0,457407D2,667,687,37,515,32
"Ion pay for pussy, because her pussy priceless.. I go fishin in it and I ain't a Pisces",0,425C1983,642,207,385,636,51
Ion trust no bitch!,0,27937926,291,315,1408,573,93
Ionn got no type bad bitches is the only thing that I like,0,1AA6976D,406,190,798,672,91
Iont care about where a n%a been where a bitch goin or the kinda shit they been thru!!,0,3DDBCDE5,201,940,1470,36,12
Iont got no type NAW bad bitches is the only thing that I like,0,F38B3758,1026,777,598,35,30
Iont got no type bad bitches is the only thing that I like,0,FFE417D9,188,998,1028,676,36
Iont see how some of you niggas fags!!,0,103DB508,1091,868,416,552,36
Irie is a bitch for not letting me borrow his charger.,0,6CA71360,931,267,582,436,56
"Irritating reading ppl bitch abt smthng, yet offer shit for evidence to even support their slant. Simply complaining is the easy part.",0,200C81DE,88,11,907,124,47
Is Hillary the &#8216;dodo bird&#8217; candidate? http://t.co/3FyoSi28Jm via @worldnetdaily,0,6EA5AB50,1138,619,520,557,44
Is Hillary the &#8216;dodo bird&#8217; candidate? http://t.co/YfUbgwQ4tw via @worldnetdaily,0,2EDF1CB8,140,463,1459,480,28
Is Moyles a retard lol? Starting Fellani instead ae RVP? Please come back Fergie #SirAlexFerguson #ManchesterUnited #ManchesterDerby #MUFC,1,D5D3C0F1,514,279,641,516,78
Is Wayne Brady gonna have to choke a bitch?,0,EB365E9B,917,787,825,276,82
Is Wayne Brady gonna have to smack a bitch?,0,EC213FFA,70,356,279,633,62
Is Yankee in a good mood today or what,0,05DA447E,1110,792,239,584,16
Is anything going down tonight besides my bitch,0,DE3DE88F,253,759,1446,343,86
Is dare any colored players in hockey?,1,5A319335,686,854,760,168,93
"Is it just me or is Hicks saying ""bung beds""? @RonandFezSXM",0,607E6499,433,126,618,569,87
Is it weird licking your own nip?,0,67D5D67E,210,990,474,213,52
"Is she my kind of hoe or nae ""@LissetElisa: Its ok you a hoe anyways &#128522;""",1,9BF0F30D,815,66,796,632,100
Is that a hawk? What the fuck kind of bird is that?,0,539F9CB7,256,764,355,583,87
Is that the remix fam? &#8220;@Iam_webster: These hoes aint lawyers &#128553;&#127908; lol on god thats my fav Chris Brown song&#8221;,0,16D26E3A,152,645,1061,455,11
"Is that the remix? ""@breezyfrmdablok: these hoes ain't lawyers! &#127908;&#128553; lmao my fave Chris Brown song""",0,C1195AA1,557,125,662,293,57
Is there a full moon out? #CrazyAssholes out in full force and I'm not talking about muzzies or liberals&#8252;&#65039; And I'm in the mood to oblige.,0,9CB0D00A,177,116,1474,700,55
Is there a looser #college town than #BTown ??? If yes id like to visit #IU #hoosiers,0,50562F59,1136,353,815,468,27
Is there a vending machine around this bitch im starvin,0,5A95F22D,396,557,550,558,75
"Is there a website that delivers expensive wine, cigars and big booty hoes to my door step?",0,E76BC2DA,640,436,420,625,44
Is there an additional charge for the pussy to listen to my personal problems?,0,2274F062,214,916,1144,386,32
Is this bitch for real? I'm heated bruh.,0,694E0AE2,737,344,1214,309,59
Is this hoe gone dm me back,0,D9A8169D,476,15,892,83,96
Is this napK bitch retarded or stupid wtf would you request me didn't she read my bio it's pretty&#8230; http://t.co/ReqHlHHml4,0,9593D0CD,393,711,1201,257,58
Is this retarded bitch really this stupid?,1,54BBDD1F,661,974,538,69,34
"Is you ready bitch , cause my hair laid. Yours? @__baabyshaay http://t.co/n0gu5j7dqx",0,025F270E,312,199,1465,81,34
Islamic Jihadis run away to Pakistan @PureMonotheist @BemetOr8 #UniteBlue,1,79700EA5,1036,953,266,424,63
Isley brothers got me alot of pussy boy. Take notes,0,4F926A92,143,414,157,145,30
It ain't April Fool's yet.. &#171;@IGiveEmNathan Jay Z trash&#187;,0,2273F514,411,199,93,171,9
It ain't nothin to cut a bitch off,0,1F3D8102,766,525,213,249,90
It ain't nothin to cut that bitch off,0,FF484D05,981,848,1282,320,92
"It ain't nothing like chasing money cause you have a purpose, but chasing these hoes for what? 
*Vice Versa*",1,A670AEFB,892,382,729,607,41
It ain't nothing to cut that bitch off,0,3472FCE0,997,557,251,458,59
It ain't nunn to cut that bitch off&#9986;&#65039;&#9986;&#65039;&#9986;&#65039;&#9986;&#65039;&#9986;&#65039;&#9986;&#65039;&#9986;&#65039;&#9986;&#65039;&#9986;&#65039;,0,3255A099,890,744,576,158,36
It aint nothing to cut that bitch off- K camp,0,7774C738,1047,979,1178,369,73
It aint nuffin to cut that bitch off!!!!,0,C7F53FE1,1009,780,865,299,65
It aint nun to cut dat bitch off &#128135;&#128299;&#9996;&#65039;,0,B249AF42,726,982,1219,426,30
It aint nuttin to cut that bitch off......thats why that shit my ring tone &#9995;,1,E4878518,63,200,220,499,78
It all started in '95 bitch&#128118;,0,F3AFDA95,16,785,1471,345,52
"It already Soaked, Sinked, &amp; Melted so dropped that's shit bitch IDGAF linc up or get caught &#128175;",0,F4D4700C,534,716,625,487,43
It be 30 below zero and hoes still go out like its 90 degrees plus tax,1,A0EC4723,261,540,1438,371,36
It be so good to not gotta woyke in da moanin. I da only colored dat woyke cuz colored folk be lazy and lives off da white guilt,0,47D2131B,918,946,931,83,17
It be sounding like the bitch that the cops talk to on their radio is the same sounding bitch every single time. It aint never a dude voice,0,2CABF3F4,1133,973,1066,87,50
It bothers me when a ugly girl has a bad bitch attitude.,0,72536465,359,569,740,125,32
"It doesn't just affect kids. It affects the faculty, the staff, that work at these schools that are queer.",0,6E7BFBA5,179,547,360,533,35
"It feels awkward to have the @Yankees playing against the @Reds. I mean, we all know who I'm rooting for, but it's awkward.",0,DCABA678,1006,896,525,632,13
It gets me mad when a Mexicans go against Mexico like wtf support your team bitch,0,227210BD,1198,310,1304,7,54
"It happens AGAIN!! Black pack beats ""whitey."" This should make national news. http://t.co/izKoA2Xb",0,05377ADB,974,224,216,439,82
It is fucking retarded how I can't say a single thing in this house without some blowback.,0,DA3F5B3D,587,83,64,469,39
"It is impossible for females to be players, pimps, etc... They're called hoes",0,957557F8,872,793,1003,250,8
It makes me sad knowing this queers won't be down the street anymore. @TheOneMiss_Luu @OliviaLuu3 #SadTweet,0,14F6AD38,44,224,586,600,91
It might be infected &#8220;@CutieNamedKitty: Niggas would really turn that pussy down ? Buggin&#8221;,0,03343C9C,436,866,120,185,58
It only be y'all worthless bitches that be like that though,0,5E02D531,1061,992,1034,472,48
It opened up with some clouds parting and with SILK-----&gt;Can we get a room on the southside of the ghetto!,0,EFDDA631,348,128,86,301,89
It pissrs me tf off when I call you back a half a second later nd you dont answer. You a bitch ass nigga for that,0,428D449D,388,827,625,466,97
It prolli seem like I flirt but iont want none of y'all hoes &#128514;,0,3CDA25CE,566,404,1010,697,99
It really ain't nothin to cut that bitch off,1,F612E136,129,675,1069,211,46
It really is too bad that #California had faggot marriage forced upon her after her citizens declared it illegal.,0,58198F26,926,959,476,4,70
It sad how bitches wake up being messy like bitch find you another career cause this ain't working out for u &#128553;&#128175;&#128584;&#128513;,0,7D131CCF,20,46,1042,417,90
It seem like Cory talked to 75% of all indianapolis hoes &#128514;&#128514;&#128514; nbs,1,4AB4803A,416,35,445,460,36
It stink in this bitch it must be them pussy ass niggas talkin shit,0,A6DFF80A,1033,994,321,372,23
It stinks in here must be then pussy ass niggas talkin shit #tomyfacebro test me,0,4C1C71AD,312,322,759,181,2
It the principle of the matter bitch! &#128581;,0,4643C649,636,606,1078,592,73
It was my sophomore year that I learned these hoes weren't loyal,0,92DFE24A,59,546,1298,480,81
"It was nice of you to unfollow me, fag",0,750FE2E7,1185,842,799,577,40
It would be pretty cool if I got to see @boybandproject 1 more time before I go back to hillbilly town! @TheZacMann @levimitchell...&#128531;,1,EB68EA70,646,584,1282,471,40
"It wus yo fat ass that filled out the application to work there, not me bitch.....",1,D48F2F99,207,399,1421,503,1
"It's #CampaignSeason, bitch. @MikeofDoom https://t.co/muxtC1fHmH",0,486C7ABE,958,491,1227,266,46
It's 2014 and y'all niggas still fuckin with these hoes. Go get you a wife bruh #wifingsquad2014,0,8DA88791,151,361,956,111,5
It's 90 degrees and this bitch has a stuffed animal wrapped around her neck #onlyattheducksgame,1,C08BB820,56,17,1157,621,87
It's Friday bitch!! http://t.co/9Taj2OUsCc,0,9325C254,984,176,539,465,30
It's Karaoke night baby! Hi ho! Hi ho! It's off to sing I go! With a voice that sounds like sandpaper hi ho! Hi ho!,0,A0507AD1,854,750,441,330,50
"It's Mrs. G, bitches. That's Mrs. GROHL if I don't know you. #wineprobz",0,EBFF3DDA,199,888,1368,673,57
"It's October babe, you don't have to be a hoe anymore.",0,99986549,817,649,1429,275,63
It's Some hoes out here tonite &amp; I got Shawty wit me,1,D26EA8CE,473,20,847,643,64
"It's a Bob Schieffer holiday now, he's proud and smitten that he's the ""good white guy,"" hicks be damned! Everything is 1965. Everything.",0,5441ACE0,412,996,1459,586,21
"It's a bird? It's a plane? No, it's Peter ""Walkin on Air"" Byers @pistol_pete96 http://t.co/WHECP5kDci",0,ACE14B46,588,196,921,393,94
It's a lil bitch at the bus stop with Adidas flip-flops &amp; socks on. I know dem mfs soggy as fuck.,0,64811A64,911,672,1062,640,77
It's a lot of Uncle Tom ass niggas out here.,0,7567F708,499,592,333,497,66
It's a lot of fat bitches at this party I'm we at right now my outfit way too much fire to be at a function like this,1,E4A3C9F1,967,469,1165,576,93
It's a matter of pure weight ratios... A five ounce bird can not carry a one pound coconut!,0,730CEE97,611,633,736,340,78
"It's a plane, it's a bird, nah it's just me doing laps around the dam. Lol",0,75EC9D63,771,390,458,699,17
It's a recession on everything RT @cindielu Chasing pussy is never attractive!,1,5D50D31A,758,101,1398,72,63
